job_title,level,min_salary,max_salary,min_exp,max_exp,job_description,soft_skill,hard_skill,interest,education,job_category,job_id
Concrete Finisher,Journey,39000,66000,2,8,"Pours, smooths, and finishes concrete surfaces for construction projects.",Attention to Detail|Safety Consciousness|Persistence|Team Leadership|Physical Stamina,Concrete Finishing|Form Setting|Surface Leveling|Power Tools|Curing Techniques,Concrete Work|Construction|Craftsmanship|Outdoor Work|Hands-on Work,Certificate in Concrete Finishing|Apprenticeship|High School Diploma,Trades,Transportation
Landscaper,Entry,32000,50000,0,4,"Designs, installs, and maintains outdoor gardens, lawns, and greenery.",Creativity|Customer Relations|Time Management|Adaptability|Attention to Detail,Landscape Design|Planting|Irrigation Systems|Lawn Maintenance|Power Tools,Landscaping|Nature|Design|Outdoor Work|Gardening,Certificate in Landscaping|Associate's in Horticulture|High School Diploma,Services,Transportation
Pest Control Technician,Journey,35000,58000,1,6,Applies chemicals and sets traps to eliminate pests in residential and commercial settings.,Problem Solving|Customer Relations|Safety Consciousness|Attention to Detail|Time Management,Pesticide Application|Inspection Tools|Safety Protocols|Pest Identification|Documentation,Pest Management|Science|Problem Solving|Outdoor Work|Safety,Certificate in Pest Control|High School Diploma|State Licensing,Services,Transportation
Cleaner,Entry,28000,42000,0,3,"Performs cleaning tasks in homes, offices, and public spaces.",Attention to Detail|Time Management|Adaptability|Customer Relations|Self-motivation,Cleaning Equipment|Sanitation Protocols|Chemical Handling|Time Management Tools|Inventory Tracking,Cleaning|Organization|Indoor Work|Detail-Oriented Tasks|Routine Work,High School Diploma|On-the-Job Training,Services,Transportation
Security Guard,Entry,30000,48000,0,5,"Monitors and protects property and people from theft, vandalism, and harm.",Safety Consciousness|Attention to Detail|Communication|Decision Making|Patience,Surveillance Systems|Access Control|Incident Reporting|Patrol Techniques|Safety Protocols,Security|Safety|Observation|Public Interaction|Protection,High School Diploma|Certificate in Security Training|State Licensing,Services,Transportation
Locksmith,Journey,38000,62000,1,8,"Installs, repairs, and adjusts locks and security systems.",Problem Solving|Attention to Detail|Customer Relations|Technical Understanding|Patience,Lock Installation|Key Cutting|Lock Picking|Security Systems|Tool Maintenance,Lock Systems|Security|Problem Solving|Troubleshooting|Hands-on Work,Certificate in Locksmithing|Apprenticeship|High School Diploma,Trades,Transportation
Appliance Repair Technician,Journey,40000,67000,2,8,Diagnoses and repairs household appliances like refrigerators and ovens.,Problem Solving|Customer Relations|Technical Understanding|Attention to Detail|Time Management,Appliance Diagnostics|Electrical Repair|Part Replacement|Tool Usage|Safety Protocols,Appliance Technology|Troubleshooting|Mechanical Systems|Hands-on Work|Problem Solving,Certificate in Appliance Repair|Associate's in Electronics|Apprenticeship,Trades,Transportation
Maintenance Worker,Entry,32000,52000,0,5,Performs routine upkeep and repairs on buildings and equipment.,Problem Solving|Adaptability|Safety Consciousness|Attention to Detail|Team Leadership,Facility Maintenance|Basic Plumbing|Electrical Repair|HVAC Basics|Tool Usage,Facility Maintenance|Problem Solving|Troubleshooting|Hands-on Work|Building Systems,High School Diploma|Certificate in Facility Maintenance|On-the-Job Training,Services,Transportation
Janitor,Entry,29000,45000,0,3,"Cleans and maintains buildings, including restrooms and common areas.",Attention to Detail|Time Management|Self-motivation|Adaptability|Customer Relations,Cleaning Equipment|Floor Care|Waste Management|Chemical Safety|Inventory Management,Cleaning|Organization|Routine Work|Indoor Work|Detail-Oriented Tasks,High School Diploma|On-the-Job Training,Services,Transportation
Handyman,Journey,35000,60000,1,6,Performs a variety of minor repairs and maintenance tasks in homes and businesses.,Problem Solving|Customer Relations|Adaptability|Attention to Detail|Time Management,Basic Carpentry|Plumbing Repair|Electrical Repair|Painting|Tool Usage,Home Improvement|Problem Solving|Construction|Hands-on Work|Variety,High School Diploma|Certificate in General Trades|On-the-Job Training,Trades,Transportation
Taxi Driver,Entry,30000,50000,0,5,Drives passengers to destinations in a taxi or rideshare vehicle.,Customer Relations|Time Management|Adaptability|Communication|Patience,Navigation Systems|Vehicle Maintenance|Payment Processing|Customer Service Tools|Safety Protocols,Driving|Customer Service|Navigation|Travel|Flexibility,High School Diploma|Driver's License|On-the-Job Training,Services,Transportation
Parking Attendant,Entry,28000,43000,0,3,"Manages parking lots, collects fees, and assists customers.",Customer Relations|Attention to Detail|Communication|Adaptability|Patience,Parking Systems|Payment Processing|Traffic Management|Customer Service Tools|Safety Protocols,Parking Management|Customer Service|Observation|Routine Work|Public Interaction,High School Diploma|On-the-Job Training,Services,Transportation
Barber,Journey,32000,55000,1,6,"Cuts, styles, and grooms hair for clients.",Creativity|Customer Relations|Attention to Detail|Communication|Patience,Hair Cutting Techniques|Styling Tools|Sanitation Protocols|Shaving|Product Knowledge,Hair Styling|Fashion|Creativity|Customer Interaction|Personal Care,Certificate in Barbering|State Licensing|Apprenticeship,Services,Transportation
Hairdresser,Journey,33000,57000,1,6,"Provides hair cutting, coloring, and styling services.",Creativity|Customer Relations|Attention to Detail|Communication|Time Management,Hair Coloring|Styling Techniques|Chemical Treatments|Sanitation Protocols|Tool Maintenance,Hair Design|Fashion|Creativity|Customer Interaction|Beauty,Certificate in Cosmetology|State Licensing|Apprenticeship,Services,Transportation
Cook,Entry,30000,48000,0,5,Prepares food in restaurants or catering settings.,Creativity|Time Management|Team Leadership|Attention to Detail|Adaptability,Cooking Techniques|Food Preparation|Knife Skills|Kitchen Equipment|Safety Protocols,Cooking|Food|Creativity|Culinary Arts|Teamwork,Certificate in Culinary Arts|Associate's in Culinary Arts|On-the-Job Training,Services,Transportation
Waiter/Waitress,Entry,25000,40000,0,3,Serves food and drinks to customers in dining establishments.,Customer Relations|Communication|Time Management|Adaptability|Team Leadership,POS Systems|Order Management|Food Safety|Table Setting|Customer Service Tools,Food Service|Customer Interaction|Hospitality|Teamwork|Fast-Paced Work,High School Diploma|On-the-Job Training,Services,Transportation
Bartender,Entry,27000,45000,0,4,Mixes and serves drinks in bars and restaurants.,Customer Relations|Communication|Creativity|Time Management|Adaptability,Mixology|Bar Equipment|Inventory Management|POS Systems|Sanitation Protocols,Mixology|Hospitality|Customer Interaction|Creativity|Socializing,High School Diploma|Certificate in Bartending|On-the-Job Training,Services,Transportation
Tailor,Journey,34000,59000,1,6,Alters and repairs clothing to fit customers.,Attention to Detail|Creativity|Customer Relations|Patience|Technical Understanding,Sewing Techniques|Pattern Making|Fabric Cutting|Measurement|Machine Operation,Tailoring|Fashion|Craftsmanship|Creativity|Detail-Oriented Work,Certificate in Tailoring|Apprenticeship|High School Diploma,Trades,Transportation
Upholsterer,Journey,36000,61000,2,8,Repairs and re-covers furniture with fabric or leather.,Attention to Detail|Creativity|Persistence|Customer Relations|Technical Understanding,Upholstery Techniques|Fabric Selection|Sewing|Tool Usage|Furniture Repair,Upholstery|Craftsmanship|Furniture Design|Creativity|Hands-on Work,Certificate in Upholstery|Apprenticeship|High School Diploma,Trades,Transportation
Shoe Repairer,Journey,32000,56000,1,6,Repairs and restores footwear.,Attention to Detail|Customer Relations|Patience|Technical Understanding|Persistence,Shoe Repair Techniques|Leather Working|Stitching|Adhesive Application|Tool Maintenance,Shoe Repair|Craftsmanship|Fashion|Detail-Oriented Work|Hands-on Work,Certificate in Shoe Repair|Apprenticeship|High School Diploma,Trades,Transportation
Laundry Worker,Entry,28000,43000,0,3,Cleans and presses clothing and linens in a laundry facility.,Attention to Detail|Time Management|Adaptability|Self-motivation|Team Leadership,Laundry Equipment|Stain Removal|Ironing Techniques|Chemical Handling|Inventory Tracking,Laundry Processes|Organization|Routine Work|Detail-Oriented Tasks|Textiles,High School Diploma|On-the-Job Training,Services,Transportation
Gardener,Journey,34000,57000,1,6,"Maintains gardens, plants, and outdoor spaces.",Creativity|Attention to Detail|Customer Relations|Time Management|Adaptability,Plant Care|Irrigation Systems|Pruning|Soil Management|Power Tools,Gardening|Nature|Outdoor Work|Design|Plant Care,Certificate in Horticulture|High School Diploma|On-the-Job Training,Services,Transportation
Housekeeper,Entry,29000,46000,0,4,Cleans and organizes residential or hotel rooms.,Attention to Detail|Time Management|Customer Relations|Adaptability|Self-motivation,Cleaning Techniques|Laundry Skills|Bed Making|Chemical Safety|Inventory Management,Housekeeping|Organization|Customer Service|Detail-Oriented Tasks|Indoor Work,High School Diploma|On-the-Job Training,Services,Transportation
Moving Specialist,Entry,31000,49000,0,5,"Assists in packing, loading, and transporting household or office goods.",Team Leadership|Customer Relations|Time Management|Safety Consciousness|Adaptability,Packing Techniques|Loading Equipment|Furniture Handling|Safety Protocols|Route Planning,Moving Logistics|Physical Work|Teamwork|Customer Interaction|Problem Solving,High School Diploma|On-the-Job Training,Services,Transportation
Waste Collector,Entry,32000,51000,0,5,Collects and disposes of trash and recyclables.,Safety Consciousness|Team Leadership|Time Management|Adaptability|Attention to Detail,Waste Sorting|Vehicle Operation|Safety Protocols|Recycling Processes|Equipment Maintenance,Waste Management|Environmental Awareness|Physical Work|Outdoor Work|Community Service,High School Diploma|On-the-Job Training,Services,Transportation
