job_id,job_title,job_category,level,min_salary,max_salary,min_exp,max_exp,soft_skill,hard_skill,interest,education
319,Multimedia Designer,Creative,Mid,45000,70000,2,5,Creativity|Technical Understanding|Communication|Problem Solving|Attention to Detail|Adaptability,Graphic Design|Animation|Video Editing|Graphic Design|UI Design|Sound Design,Digital Media|Digital Media|Interactive Design|Web Design|Visual Communication,Bachelor's in Multimedia Design|Bachelor's in Digital Media|Bachelor's in Graphic Design
320,Immersive Experience Designer,Technology,Mid,55000,85000,3,7,Creativity|Technical Understanding|Problem Solving|Communication|Spatial Thinking|User Empathy|Attention to Detail,UX Design|3D Modeling|3D Modeling|UI Design|User Research|Computer Vision,User Experience|3D Graphics|User Experience|Design|Interactive Design,Bachelor's in Industrial Design|Bachelor's in User Experience|Master's in User Experience
321,Graphic Novelist,Creative,Mid,40000,65000,2,5,Creativity|Storytelling|Communication|Attention to Detail|Problem Solving|Technical Understanding,Architecture|Illustration|Graphic Design|Storyboarding|Illustration|Copywriting,Graphic Design|Comic Art|Visual Storytelling|Character Design|Publishing,Bachelor's in Illustration|Bachelor's in Illustration|Bachelor's in Fine Arts
322,Event Manager,Business,Mid,45000,70000,2,5,Organization|Communication|Problem Solving|Creativity|Attention to Detail|Leadership|Adaptability,Tourism Planning|Project Management|Vendor Management|Budgeting|Logistics|Employee Relations,Database Management|Project Management|Marketing|Marketing|Customer Experience,Bachelor's in Event Management|Bachelor's in Hospitality Management|Bachelor's in Marketing
323,Computer Vision Specialist,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Creativity,Computer Vision|Image Recognition|Machine Learning|Video Editing|Deep Learning|AI Algorithms,Computer Vision|AI|Computer Vision|Machine Learning|Robotics,Master's in Machine Learning|Bachelor's in Computer Science|Master's in Electrical Engineering
324,Landscape Designer,Creative,Mid,45000,70000,2,5,Creativity|Technical Understanding|Communication|Problem Solving|Spatial Thinking|Sustainability Awareness,Layout Design|Sketch|Image Recognition|Tourism Planning|Sustainability Planning|Sketch,Sustainable Landscaping|Sustainable Landscaping|Environmental Management|Sustainable Landscaping|Sustainable Design,Bachelor's in Graphic Design|Bachelor's in Architecture|Associate's in Culinary Arts
325,Contracts Manager,Business,Mid,55000,85000,3,7,Attention to Detail|Communication|Analytical Thinking|Problem Solving|Negotiation|Organization|Critical Thinking,Contract Negotiation|Contract Negotiation|Legal Research|Risk Assessment|Regulatory Compliance|Vendor Management,Operations Management|Accounting|Negotiation|Client Relations|Health Policy,Bachelor's in Management|Bachelor's in Business Administration|Bachelor's in Law
326,Autonomous Vehicle Safety Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Safety Consciousness|Critical Thinking,AI Algorithms|Risk Assessment|Risk Management|Usability Testing|Regulatory Compliance|Data Analysis,Robotics|Security|Robotics|Technology|Health Policy,Master's in Engineering|Bachelor's in Mechanical Engineering|Master's in Mechanical Engineering
327,Portrait Photographer,Creative,Mid,35000,60000,1,5,Creativity|Communication|Technical Understanding|Attention to Detail|Problem Solving|Empathy,Photography|Photography|Photography|Photography|Employee Relations|Color Theory,Photography|Photography|Photography|Visual Art|Client Relations,Bachelor's in Photography|Associate's in Photography|Bachelor's in Fine Arts
328,Venture Capital Analyst,Business,Mid,60000,90000,2,5,Analytical Thinking|Communication|Problem Solving|Research|Strategic Thinking|Attention to Detail|Industry Knowledge,Investment Analysis|Budgeting|Financial Modeling|Market Research|Business Analysis|Procurement,Entrepreneurship|Entrepreneurship|Investment Analysis|Technology|Financial Analysis,Bachelor's in Finance|Master's in Business Administration|Bachelor's in Economics
329,Infographic Designer,Creative,Mid,45000,70000,2,5,Creativity|Communication|Visual Storytelling|Attention to Detail|Problem Solving|Research,Database Design|Data Visualization|Graphic Design|Computer Vision|User Research|User Stories,Information Design|Data Visualization|Visual Communication|Editorial Design|Digital Media,Bachelor's in Information Technology|Bachelor's in Graphic Design|Bachelor's in Visual Communication
330,Hotel Manager,Business,Mid,50000,80000,3,7,Leadership|Communication|Business Acumen|Problem Solving|Organization|Adaptability|Decision Making,Hospitality Management|Employee Relations|Customer Acquisition|Accounting|Hospitality Management|Budgeting,Healthcare Management|Business Operations|Customer Experience|Marketing|Business Planning,Bachelor's in Hospitality Management|Bachelor's in Hospitality Management|Bachelor's in Business Administration
331,IT Security Consultant,Technology,Senior,70000,105000,4,8,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Research|Critical Thinking,Network Security|Risk Assessment|Security Architecture|Security Compliance|Penetration Testing|Security Architecture,Information Security|Cybersecurity|Risk Management|Security|IT Infrastructure,Bachelor's in Cybersecurity|Master's in Cybersecurity|Bachelor's in Computer Science
332,Book Cover Designer,Creative,Mid,40000,65000,2,5,Creativity|Communication|Attention to Detail|Problem Solving|Technical Understanding|Cultural Awareness,Layout Design|Typography|Adobe XD|Illustration|Content Marketing|Copywriting,Design|Publishing|Graphic Design|Typography|Marketing,Bachelor's in Graphic Design|Bachelor's in Fine Arts|Bachelor's in Visual Communication
333,UX Researcher,Creative,Mid,55000,85000,2,6,Empathy|Communication|Research|Analytical Thinking|Problem Solving|Attention to Detail,User Research|Usability Testing|Data Analysis|Recruiting|Database Design|Product Development,User Experience|User Interface|Research|Psychology|Design,Master's in User Experience|Bachelor's in Psychology|Bachelor's in User Experience
334,Human Resources Director,Business,Senior,75000,115000,5,9,Leadership|Communication|Problem Solving|Strategic Thinking|Empathy|Decision Making|Organization,HR Management|Performance Management|Product Development|Employee Relations|Urban Planning|HR Management,Human Resources|Team Leadership|Team Management|Customer Experience|Workforce Planning,Master's in Human Resources|Bachelor's in Management|Master's in Business Administration
335,Network Architect,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Analytical Thinking|Attention to Detail|Research,Architecture|Network Security|Cloud Security|Architecture|Infrastructure as Code|Network Security,Network Architecture|IT Infrastructure|Cloud Computing|Network Architecture|Technical Communication,Bachelor's in Network Engineering|Master's in Architecture|Bachelor's in Computer Science
336,Commercial Real Estate Broker,Business,Mid,60000,100000,3,7,Relationship Building|Communication|Negotiation|Problem Solving|Analytical Thinking|Industry Knowledge|Persuasion,Real Estate Valuation|Real Estate Valuation|Market Analysis|Employee Relations|Contract Negotiation|Financial Analysis,Advertising|Investment|Capital Markets|Finance|Negotiation,Bachelor's in Real Estate|Bachelor's in Business Administration|Bachelor's in Finance
337,Quantum Computing Hardware Engineer,Technology,Senior,80000,125000,4,8,Problem Solving|Technical Understanding|Research|Analytical Thinking|Attention to Detail|Communication|Critical Thinking,Cryptography|UI Design|After Effects|Cryptography|Usability Testing|Continuous Integration,Quantum Computing|Quantum Computing|Network Engineering|Physics|Quantum Computing,PhD in Physics|Bachelor's in Electrical Engineering|Master's in Physics
338,Comic Book Artist,Creative,Mid,40000,65000,2,5,Creativity|Storytelling|Technical Understanding|Attention to Detail|Communication|Problem Solving,Illustration|Graphic Design|Architecture|Typography|Illustration|Layout Design,Comic Art|Storytelling|Character Design|Illustration|Publishing,Bachelor's in Illustration|Bachelor's in Illustration|Bachelor's in Fine Arts
339,Fleet Manager,Business,Mid,50000,75000,3,7,Organization|Problem Solving|Communication|Attention to Detail|Technical Understanding|Leadership|Cost Consciousness,Aviation Operations|Operations Management|Conversion Rate Optimization|Operations Management|Regulatory Compliance|Budgeting,Operations Management|Infrastructure|Supply Chain|Operations Management|Risk Management,Bachelor's in Operations Management|Bachelor's in Supply Chain Management|Bachelor's in Business Administration
340,Neural Interface Designer,Technology,Senior,70000,105000,4,8,Creativity|Technical Understanding|Problem Solving|Communication|User Empathy|Research|Attention to Detail,Neural Networks|Computer Vision|User Research|Pharmaceutical Research|UI Design|Prototyping,Neural Networks|User Interface|User Experience|Medical Devices|Interactive Design,Master's in Artificial Intelligence|Bachelor's in Biomedical Engineering|Master's in User Experience
341,Pastry Chef,Creative,Mid,40000,65000,2,6,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Time Management|Communication,Manufacturing Processes|Shell Scripting|Graphic Design|PHP|Sketch|UI Design,Art|Art|Creative Direction|Design|Marketing,Associate's in Culinary Arts|Bachelor's in Fine Arts|Certificate in Digital Marketing
342,Category Manager,Business,Mid,55000,85000,3,7,Strategic Thinking|Analytical Thinking|Communication|Problem Solving|Relationship Building|Organization|Decision Making,Project Management|Retail Operations|Product Development|Brand Strategy|Vendor Management|Market Analysis,Database Management|Sales Strategy|Fashion|Sales Strategy|Marketing,Bachelor's in Retail Management|Bachelor's in Business Administration|Bachelor's in Marketing
343,Quantum Simulation Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Research|Analytical Thinking|Communication|Attention to Detail|Critical Thinking,Reinforcement Learning|Cryptography|3D Modeling|AI Algorithms|Programming|User Research,Quantum Computing|Computational Physics|Quantum Physics|Scientific Computing|Algorithm Design,PhD in Physics|Master's in Computational Science|Master's in Computational Science
344,Architectural Photographer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Spatial Thinking,Photography|Photography|Photography|Solidity|Data Visualization|Photography,Photography|System Architecture|Visual Art|Photography|Design,Bachelor's in Photography|Bachelor's in Fine Arts|Associate's in Photography
345,Cloud Database Administrator,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Attention to Detail|Communication|Analytical Thinking|Organization|Adaptability,Google Cloud|Database Design|SQL|NoSQL|Cloud Security|Hyperparameter Tuning,Cloud Computing|Database Management|Data Architecture|Software Systems|Big Data,Bachelor's in Database Management|Bachelor's in Computer Science|Bachelor's in Information Systems
346,Makeup Artist,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Adaptability,Graphic Design|Color Theory|Computer Vision|Product Development|After Effects|Employee Relations,Art|Marketing|Film|Fashion|Visual Effects,Certificate in Digital Marketing|Associate's in Graphic Design|Bachelor's in Theater Arts
347,Cybersecurity Compliance Specialist,Technology,Mid,60000,90000,3,7,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research|Organization,Security Compliance|Vulnerability Assessment|Risk Management|Strategic Planning|Auditing|Regulatory Compliance,Cybersecurity|Information Security|Risk Management|Corporate Governance|IT Infrastructure,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science
348,Credit Analyst,Business,Mid,45000,70000,2,5,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Decision Making|Critical Thinking,Financial Analysis|Financial Analysis|Risk Assessment|Copywriting|Financial Analysis|Regulatory Compliance,Financial Analysis|Risk Management|Banking|Finance|Finance,Bachelor's in Finance|Bachelor's in Economics|Bachelor's in Accounting
349,Big Data Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Organization|Adaptability,Big Data|Data Preprocessing|Authentication Systems|Google Cloud|Programming|Database Design,Big Data|Data Science|Cloud Computing|Distributed Systems|Data Architecture,Bachelor's in Computer Science|Master's in Data Science|Bachelor's in Information Systems
350,Set Decorator,Creative,Mid,40000,65000,2,5,Creativity|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research,CSS|CSS|Architecture|Product Development|User Research|Layout Design,Design|Film|Design|Theater|Visual Storytelling,Bachelor's in Industrial Design|Bachelor's in Interior Design|Associate's in Graphic Design
351,Merchandising Manager,Business,Mid,50000,80000,3,7,Strategic Thinking|Analytical Thinking|Communication|Problem Solving|Trend Awareness|Organization|Leadership,Merchandising|Inventory Management|Retail Operations|Merchandising|Product Development|Market Analysis,Fashion|Sales Strategy|Fashion|Market Trends|Supply Chain,Bachelor's in Fashion Merchandising|Bachelor's in Retail Management|Bachelor's in Business Administration
352,Information Security Analyst,Technology,Mid,60000,90000,3,7,Analytical Thinking|Problem Solving|Technical Understanding|Attention to Detail|Communication|Research|Critical Thinking,Network Security|Vulnerability Assessment|Security Monitoring|Incident Response|Security Monitoring|Risk Assessment,Information Security|Cybersecurity|Risk Management|Security|Risk Management,Bachelor's in Cybersecurity|Bachelor's in Information Security|Bachelor's in Computer Science
353,Sustainability Consultant,Business,Mid,55000,85000,3,7,Analytical Thinking|Communication|Problem Solving|Research|Strategic Thinking|Technical Understanding|Ethics,Sustainability Planning|Environmental Management|Sustainability Planning|SEM|Stakeholder Management|Construction Management,Sustainability|Environmental Management|Corporate Social Responsibility|Green Business|Climate Action,Master's in Sustainability|Bachelor's in Environmental Science|Bachelor's in Engineering
354,Fashion Photographer,Creative,Mid,40000,70000,2,5,Creativity|Technical Understanding|Communication|Problem Solving|Trend Awareness|Attention to Detail,Photography|Photography|Photography|Brand Development|Illustration|Employee Relations,Fashion|Photography|Fashion|Visual Art|Photography,Bachelor's in Photography|Bachelor's in Fine Arts|Associate's in Photography
355,Marketing Director,Business,Senior,75000,115000,5,9,Strategic Thinking|Leadership|Communication|Creativity|Analytical Thinking|Problem Solving|Decision Making,Brand Strategy|Scrum|Brand Strategy|Campaign Management|Budgeting|Market Analysis,Creative Leadership|Brand Management|Marketing|Marketing|Business Development,Master's in Marketing|Bachelor's in Marketing|Master's in Business Administration
356,Artificial Intelligence Engineer,Technology,Senior,75000,115000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Research|Attention to Detail|Creativity,AI Algorithms|Machine Learning|Deep Learning|AI Algorithms|Python|Neural Networks,Computational Intelligence|Machine Learning|AI|Deep Learning|Algorithm Design,Master's in Artificial Intelligence|Bachelor's in Computer Science|PhD in Machine Learning
357,Glass Artist,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability,Photography|Photography|Containerization|Kubernetes|Solidity|Color Theory,Art|Art|Art|Brand Design|Art,Bachelor's in Fine Arts|Bachelor's in Illustration|Associate's in Culinary Arts
358,Real Estate Appraiser,Business,Mid,50000,80000,3,7,Analytical Thinking|Attention to Detail|Communication|Problem Solving|Technical Understanding|Research|Integrity,Real Estate Valuation|Business Analysis|Market Research|Real Estate Valuation|Regulatory Compliance|Financial Reporting,Sales|Investment|Capital Markets|Capital Markets|Advertising,Bachelor's in Real Estate|Bachelor's in Finance|Bachelor's in Real Estate
359,Software Architect,Technology,Senior,80000,120000,5,9,Problem Solving|Technical Understanding|Strategic Thinking|Communication|Leadership|Analytical Thinking|Decision Making,Architecture|UI Design|Backend Development|Architecture|Operations Management|Google Cloud,System Architecture|System Architecture|Enterprise Solutions|Team Leadership|Software Development,Bachelor's in Computer Science|Master's in Architecture|Bachelor's in Software Engineering
360,Conservation Scientist,Business,Mid,55000,85000,3,7,Research|Analytical Thinking|Problem Solving|Communication|Technical Understanding|Attention to Detail|Ethics,Environmental Management|Environmental Management|User Research|GIS|Market Research|Financial Reporting,Conservation|Environmental Science|Environmental Management|Ecology|Ecology,Master's in Environmental Science|Bachelor's in Environmental Science|Bachelor's in Biology
361,Banking Operations Manager,Business,Mid,60000,90000,3,7,Leadership|Analytical Thinking|Problem Solving|Communication|Organization|Attention to Detail|Decision Making,Operations Management|Financial Reporting|Project Management|Process Improvement|Regulatory Compliance|Risk Management,Banking|Finance|Operations Management|Process Improvement|Health Policy,Bachelor's in Finance|Bachelor's in Business Administration|Bachelor's in Finance
362,Furniture Designer,Creative,Mid,45000,75000,2,5,Creativity|Technical Understanding|Problem Solving|Attention to Detail|Communication|Spatial Thinking,Layout Design|Sketch|Prototyping|Solidity|Logistics|Sketch,Design|Design Systems|Design|Brand Design|Product Development,Bachelor's in Interior Design|Bachelor's in Industrial Design|Bachelor's in Product Design
363,Bioinformatics Engineer,Technology,Senior,70000,105000,4,8,Problem Solving|Technical Understanding|Analytical Thinking|Research|Communication|Attention to Detail|Critical Thinking,Machine Learning|Programming|Data Analysis|Statistical Analysis|Database Design|AI Algorithms,Bioinformatics|Computational Biology|Genomics|Data Science|Genomics,Master's in Biology|Bachelor's in Computer Science|PhD in Computational Science
364,Transportation Manager,Business,Mid,55000,85000,3,7,Leadership|Organization|Problem Solving|Communication|Analytical Thinking|Attention to Detail|Decision Making,Logistics|Logistics|Aviation Operations|Conversion Rate Optimization|Regulatory Compliance|Budgeting,Infrastructure|Supply Chain|Supply Chain|Operations Management|Statistics,Bachelor's in Operations Management|Bachelor's in Supply Chain Management|Bachelor's in Supply Chain Management
365,Information Architect,Technology,Mid,60000,90000,3,7,Strategic Thinking|Problem Solving|Communication|Technical Understanding|Attention to Detail|Organization|User Empathy,Architecture|User Research|Content Marketing|Layout Design|Confluence|Wireframing,Information Architecture|User Experience|Content Strategy|Design|Web Design,Master's in Architecture|Bachelor's in Information Technology|Bachelor's in User Experience
366,Model Maker,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Spatial Thinking,Model Training|3D Modeling|Prototyping|Solidity|Sketch|Prototyping,3D Design|Interactive Design|Product Development|Visual Communication|System Architecture,Bachelor's in Industrial Design|Bachelor's in Industrial Design|Associate's in Culinary Arts
367,Benefits Administrator,Business,Mid,45000,70000,2,5,Communication|Attention to Detail|Problem Solving|Organization|Empathy|Confidentiality,Benefits Administration|HR Management|Employee Relations|Healthcare Software|Benefits Administration|Regulatory Compliance,Human Resources|Workplace Training|Medical Administration|Financial Planning|Human Resources,Bachelor's in Human Resources|Bachelor's in Business Administration|Associate's in Business Administration
368,Software Quality Assurance Engineer,Technology,Mid,55000,85000,2,6,Attention to Detail|Problem Solving|Communication|Analytical Thinking|Technical Understanding|Organization|Critical Thinking,Quality Control|Usability Testing|Security Automation|Anomaly Detection|Penetration Testing|Performance Management,Software Quality|Automation|Software Quality|Software Development|Software Development,Bachelor's in Computer Science|Bachelor's in Software Engineering|Bachelor's in Accounting
369,Sculptor,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Spatial Thinking,3D Modeling|Solidity|3D Modeling|Recruiting|Sketch|Requirements Gathering,Art|Art|3D Graphics|Art|Art,Bachelor's in Fine Arts|Bachelor's in Illustration|Master's in Fine Arts
370,Property Manager,Business,Mid,45000,70000,2,5,Communication|Problem Solving|Organization|Attention to Detail|Leadership|Negotiation|Adaptability,Property Management|Employee Relations|Construction Management|Property Management|Budgeting|Regulatory Compliance,Investment Management|Investment|Operations Management|Finance|Operations Management,Bachelor's in Real Estate|Bachelor's in Real Estate|Bachelor's in Business Administration
371,Photojournalist,Creative,Mid,40000,65000,2,5,Creativity|Communication|Attention to Detail|Problem Solving|Adaptability|Ethics,Photography|Photography|Storyboarding|Photography|Legal Research|Financial Reporting,Photography|Publishing|Photography|Digital Media|Visual Storytelling,Bachelor's in Photography|Bachelor's in Journalism|Bachelor's in Photography
372,Quality Assurance Manager,Business,Mid,60000,90000,3,7,Leadership|Attention to Detail|Communication|Problem Solving|Analytical Thinking|Organization|Decision Making,Quality Control|Process Improvement|Quality Control|Regulatory Compliance|Scrum|Auditing,Software Quality|Brand Management|Health Policy|Process Improvement|Technology,Bachelor's in Management|Bachelor's in Business Administration|Bachelor's in Engineering
373,Cybersecurity Researcher,Technology,Senior,70000,105000,4,8,Research|Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Critical Thinking,Security Architecture|Vulnerability Assessment|Vulnerability Assessment|Threat Intelligence|Digital Forensics|Malware Analysis,Cybersecurity|Security|Computational Intelligence|Security|Information Security,Master's in Cybersecurity|Bachelor's in Computer Science|Bachelor's in Information Security
374,Ceramics Artist,Creative,Mid,35000,60000,1,5,Creativity|Technical Understanding|Attention to Detail|Problem Solving|Communication|Adaptability,Sales Techniques|Animation|Operations Management|Merchandising|Illustration|Project Management,Material Science|Art|Art|Brand Design|Art,Bachelor's in Fine Arts|Bachelor's in Materials Science|Associate's in Culinary Arts
375,Site Reliability Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Communication|Attention to Detail|Adaptability|Critical Thinking,Vulnerability Assessment|Security Automation|Security Monitoring|Incident Response|Google Cloud|Jenkins,Software Quality|Operations Management|Cloud Computing|DevOps|System Optimization,Bachelor's in Computer Science|Bachelor's in Information Technology|Bachelor's in System Administration
376,Video Game Designer,Creative,Mid,50000,80000,2,6,Creativity|Problem Solving|Communication|Technical Understanding|Attention to Detail|Game Understanding|User Empathy,Graphic Design|Layout Design|Programming|Prototyping|User Stories|Storyboarding,Game Design|Game Development|User Experience|Interactive Design|Game Design,Bachelor's in Game Development|Bachelor's in Interactive Media|Bachelor's in Computer Science
377,Public Relations Manager,Business,Mid,55000,85000,3,7,Communication|Strategic Thinking|Relationship Building|Problem Solving|Storytelling|Adaptability|Leadership,Social Media Marketing|Social Media Marketing|Risk Management|Urban Planning|Copywriting|Stakeholder Management,Customer Relations|Technical Communication|Digital Media|Brand Management|Technical Communication,Bachelor's in Communications|Bachelor's in Communications|Bachelor's in Journalism
378,Print Designer,Creative,Mid,40000,65000,2,5,Creativity|Technical Understanding|Attention to Detail|Communication|Problem Solving|Organization,Layout Design|Typography|Layout Design|Adobe XD|Color Theory|Product Development,Design|Graphic Design|Visual Communication|Publishing|Branding,Bachelor's in Graphic Design|Bachelor's in Visual Communication|Associate's in Graphic Design
379,Hotel Sales Manager,Business,Mid,50000,80000,3,7,Communication|Relationship Building|Problem Solving|Negotiation|Strategic Thinking|Organization|Leadership,Hospitality Management|Employee Relations|Accounting|Contract Negotiation|Sales Techniques|Brand Strategy,Sales|Management Consulting|Database Management|Business Development|Marketing,Bachelor's in Hospitality Management|Bachelor's in Hospitality Management|Bachelor's in Business Administration
380,IT Project Manager,Technology,Mid,60000,90000,3,7,Leadership|Problem Solving|Communication|Organization|Technical Understanding|Strategic Thinking|Decision Making,Project Management|Agile|Scrum|Budgeting|Resource Allocation|Stakeholder Management,Project Management|Software Development|Project Management|Digital Transformation|Business Operations,Bachelor's in Project Management|Bachelor's in Information Technology|Bachelor's in Computer Science
381,Systems Integrator,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Communication|Analytical Thinking|Attention to Detail|Adaptability|Systems Thinking,Authentication Systems|API Design|Firewall Configuration|Architecture|Salesforce|Infrastructure as Code,Software Systems|Enterprise Solutions|IT Infrastructure|Software Systems|System Architecture,Bachelor's in Computer Science|Bachelor's in System Administration|Bachelor's in Information Technology
382,Freelance Writer,Creative,Mid,35000,60000,1,5,Communication|Creativity|Self-motivation|Research|Attention to Detail|Time Management|Adaptability,Content Creation|Copywriting|User Research|Video Editing|SEO|Copywriting,Content Creation|Creative Writing|Digital Media|Publishing|Content Marketing,Bachelor's in English|Bachelor's in Communications|Bachelor's in Journalism
383,Underwriter,Business,Mid,50000,80000,2,6,Analytical Thinking|Attention to Detail|Decision Making|Communication|Decision Making|Problem Solving|Critical Thinking,Copywriting|Risk Analysis|Financial Analysis|Strategic Planning|Product Development|Regulatory Compliance,Healthcare|Risk Management|Financial Analysis|Health Policy|Material Science,Bachelor's in Finance|Bachelor's in Management|Bachelor's in Healthcare Management
384,Database Developer,Technology,Mid,55000,85000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Organization|Critical Thinking,Database Design|SQL|NoSQL|Data Modeling|SQL|SQL,Database Management|Data Architecture|Software Systems|Database Design|Database Management,Bachelor's in Computer Science|Bachelor's in Database Management|Bachelor's in Information Systems
385,Landscape Architect,Creative,Mid,50000,80000,3,7,Creativity|Technical Understanding|Problem Solving|Communication|Spatial Thinking|Sustainability Awareness|Attention to Detail,Architecture|Sketch|Tourism Planning|Image Recognition|Environmental Management|Urban Planning,Sustainable Landscaping|Design|Sustainable Design|Sustainable Landscaping|Public Health,Bachelor's in Architecture|Master's in Architecture|Bachelor's in Architecture
386,Special Events Coordinator,Business,Mid,40000,65000,2,5,Organization|Communication|Creativity|Problem Solving|Attention to Detail|Time Management|Adaptability,Tourism Planning|Project Management|Vendor Management|Budgeting|Logistics|Illustration,Database Management|Storytelling|Project Management|Customer Experience|Marketing,Bachelor's in Event Management|Bachelor's in Hospitality Management|Bachelor's in Marketing
387,Computer Hardware Engineer,Technology,Mid,60000,90000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Creativity|Research,UX Design|UI Design|Layout Design|Architecture|Usability Testing|Prototyping,Computer Hardware|Computer Hardware|Design|Product Development|System Architecture,Bachelor's in Computer Engineering|Bachelor's in Electrical Engineering|Master's in Computer Engineering
388,Choreographer,Creative,Mid,40000,65000,2,5,Creativity|Communication|Leadership|Problem Solving|Attention to Detail|Technical Understanding|Body Awareness,Animation|Animation|Performance Management|Motion Graphics|Sound Design|Animation,Animation|Art|Art|Art Direction|Theater,Bachelor's in Music|Bachelor's in Animation|Bachelor's in Theater Arts
389,Retail Store Manager,Business,Mid,45000,70000,2,6,Leadership|Communication|Problem Solving|Business Acumen|Organization|Decision Making|Adaptability,Retail Operations|Employee Relations|Sales Techniques|Inventory Management|Customer Acquisition|Merchandising,Sales Strategy|Operations Management|Sales|Customer Experience|Fashion,Bachelor's in Retail Management|Bachelor's in Business Administration|Associate's in Business Administration
390,Mobile Security Engineer,Technology,Mid,65000,95000,3,7,Problem Solving|Technical Understanding|Analytical Thinking|Attention to Detail|Communication|Research|Safety Consciousness,Network Security|Usability Testing|Security Architecture|Penetration Testing|Cryptography|Threat Intelligence,Security|Cybersecurity|Security|Information Security|Security,Bachelor's in Cybersecurity|Bachelor's in Computer Science|Master's in Cybersecurity
391,Airport Manager,Business,Senior,65000,95000,4,8,Leadership|Communication|Problem Solving|Organization|Decision Making|Technical Understanding|Safety Consciousness,Aviation Operations|Aviation Operations|Regulatory Compliance|Operations Management|Employee Relations|Urban Planning,Operations Management|Operations Management|Infrastructure|Supply Chain|Operations Management,Bachelor's in Operations Management|Bachelor's in Business Administration|Bachelor's in Business Administration
392,Urban Planning Analyst,Business,Mid,50000,80000,2,5,Analytical Thinking|Spatial Thinking|Communication|Problem Solving|Research|Technical Understanding|Attention to Detail,Urban Planning|GIS|Property Management|Statistical Analysis|Strategic Planning|Regulatory Compliance,Business Planning|Community Development|Health Policy|Sustainable Development|Community Development,Master's in Urban Planning|Bachelor's in Urban Planning|Bachelor's in Mathematics
393,User Experience Architect,Technology,Mid,60000,90000,3,7,Creativity|Communication|Problem Solving|Analytical Thinking|Empathy|Attention to Detail|Technical Understanding,Architecture|Architecture|Wireframing|User Research|UI Design|Prototyping,User Experience|Information Architecture|Interactive Design|Digital Content|Web Design,Bachelor's in User Experience|Master's in User Experience|Bachelor's in Industrial Design
394,Voice Over Artist,Creative,Mid,35000,60000,1,5,Communication|Performance|Creativity|Technical Understanding|Adaptability|Attention to Detail,Conversational AI|Sound Design|Sound Design|Shell Scripting|Storyboarding|Video Editing,Film|Theater|Process Improvement|Character Design|Digital Media,Bachelor's in Theater Arts|Bachelor's in Music|Associate's in Culinary Arts
395,Medical Practice Manager,Business,Mid,55000,85000,3,7,Leadership|Communication|Problem Solving|Organization|Attention to Detail|Ethics|Decision Making,Medical Billing|Operations Management|Medical Billing|HR Management|Medical Billing|Regulatory Compliance,Healthcare Management|Medical Administration|Operations Management|Patient Care|Healthcare,Bachelor's in Healthcare Administration|Bachelor's in Business Administration|Bachelor's in Healthcare Management
396,Geographic Information Systems Specialist,Technology,Mid,50000,80000,2,5,Technical Understanding|Spatial Thinking|Analytical Thinking|Attention to Detail|Communication|Problem Solving|Research,GIS|Data Analysis|Data Visualization|Data Warehousing|Image Recognition|Terraform,Database Systems|Data Analysis|Data Visualization|Business Planning|Environmental Management,Bachelor's in Information Systems|Bachelor's in Mathematics|Bachelor's in Mathematics
